account_id,customer_id,account_type,account_date,cutoff_date,balance
930a2b1c-,424,business,2021-08-02,2024-01-01,29435.34231388
2025777f-,424,business,2020-09-07,2024-01-01,4489.5711328
322f0471-,424,savings,2019-07-21,2024-01-01,25523.39135014
aed8679d-,425,checking,2023-01-13,2024-01-01,26962.08672687
09e0f2b4-,425,checking,2019-12-02,2024-01-01,3649.03656149
3da6839f-,425,savings,2019-11-12,2024-01-01,7730.89769948
a0ab41ea-,426,checking,2022-08-01,2024-01-01,21050.40049085
2b38f4c5-,427,checking,2023-03-27,2024-01-01,8017.98346268
6f690f52-,427,business,2020-12-18,2024-01-01,9837.48168624
b6d157cc-,427,savings,2023-04-13,2024-01-01,24891.46144166
ffa21c14-,428,savings,2023-04-29,2024-01-01,16357.28951611
85fb452c-,428,savings,2023-08-23,2024-01-01,1230.96156978
55931586-,428,checking,2023-12-25,2024-01-01,11259.73604842
6953d9af-,429,business,2023-12-23,2024-01-01,38459.70307114
7d014cc0-,430,savings,2021-06-01,2024-01-01,7340.89192085
c59b4176-,430,checking,2020-05-12,2024-01-01,32040.88949443
10943bf8-,431,checking,2023-08-10,2024-01-01,48301.06416637
9a6cf53f-,431,checking,2023-01-22,2024-01-01,1228.78774143
8e82fc06-,432,savings,2021-12-31,2024-01-01,36802.29445012
17ded410-,432,savings,2023-04-27,2024-01-01,44708.31321767
67f625cc-,432,business,2019-03-08,2024-01-01,10338.25878708
eca76a04-,433,savings,2023-10-07,2024-01-01,31707.65950491
d0cc57c6-,433,savings,2023-02-16,2024-01-01,12087.01985317
247d46ab-,433,checking,2020-08-13,2024-01-01,16292.52076386
cc06a53a-,434,checking,2023-06-20,2024-01-01,25663.48745558
619c5f40-,435,savings,2019-07-12,2024-01-01,4199.06410104
9c4ca745-,435,savings,2020-10-13,2024-01-01,15611.91042121
2cd34a28-,436,checking,2023-10-25,2024-01-01,36663.76366089
a2259450-,436,business,2023-12-12,2024-01-01,26681.76453973
61fd313c-,437,business,2022-11-01,2024-01-01,49778.14808157
2653efee-,437,checking,2022-12-25,2024-01-01,49810.80681956
362735fe-,438,checking,2020-03-18,2024-01-01,37755.66353077
c4d1d7ef-,438,savings,2022-10-14,2024-01-01,47456.13333164
edacab56-,439,savings,2020-10-04,2024-01-01,12192.49595696
fa61eb41-,439,business,2022-11-28,2024-01-01,49259.09670017
cd81821d-,440,business,2023-03-24,2024-01-01,2073.75033122
6255a2f6-,441,savings,2022-09-29,2024-01-01,7034.9371058
0222a377-,441,business,2023-03-14,2024-01-01,32876.47862594
41dffa71-,441,savings,2022-01-12,2024-01-01,19384.42920112
7d1a8593-,442,checking,2018-07-03,2024-01-01,38791.23350383
1adaf97f-,442,business,2019-01-14,2024-01-01,3380.76111751
ef175cc8-,442,savings,2019-04-20,2024-01-01,33436.52587606
0f22bfee-,443,savings,2022-11-06,2024-01-01,3363.51776717
d93291c6-,443,savings,2020-06-02,2024-01-01,21422.0026938
a6b10626-,443,checking,2022-11-03,2024-01-01,7056.15808678
54fb074c-,444,checking,2023-03-21,2024-01-01,35391.54252785
b9fbeab1-,444,savings,2019-06-19,2024-01-01,35064.40943182
99b43760-,445,savings,2023-09-15,2024-01-01,15754.70628308
7a4e2f9f-,445,business,2023-10-06,2024-01-01,5948.01251189
67807ba9-,445,business,2023-11-18,2024-01-01,14228.88032732
1697f741-,446,business,2022-01-23,2024-01-01,7721.01262601
ddeda851-,446,savings,2021-01-09,2024-01-01,26067.65453681
24bf4e2a-,446,business,2022-11-27,2024-01-01,6768.99385342
e37acf35-,447,savings,2023-10-10,2024-01-01,25389.21409647
0e07aed2-,448,savings,2019-03-30,2024-01-01,39119.98691325
c90490b5-,448,business,2019-10-27,2024-01-01,48682.86639364
e0329426-,448,checking,2021-05-07,2024-01-01,35468.40076207
dffb00ad-,449,savings,2020-12-07,2024-01-01,2930.8796738
3b8097d4-,449,checking,2019-09-27,2024-01-01,45607.47474564
bd9f1460-,450,checking,2020-08-10,2024-01-01,17199.57719364
781f9170-,450,savings,2021-01-07,2024-01-01,1624.72066216
cec4d81c-,450,savings,2023-08-22,2024-01-01,45437.12216922
fbf3fe99-,451,business,2023-06-18,2024-01-01,25211.09741411
a6a180e7-,451,savings,2023-07-18,2024-01-01,39196.78490664
b203e03e-,451,savings,2023-05-17,2024-01-01,36454.61722803
eb9678b2-,452,checking,2022-11-25,2024-01-01,32572.50278687
7e47577d-,453,checking,2023-07-20,2024-01-01,13942.12611578
331c7a78-,453,savings,2022-05-17,2024-01-01,5890.63683782
c1e5c40e-,454,savings,2023-08-15,2024-01-01,42760.1856011
7ddd81af-,455,business,2022-05-21,2024-01-01,16322.64824118
61ca10c6-,455,business,2020-10-03,2024-01-01,6679.15162932
afe48353-,456,savings,2020-10-19,2024-01-01,42747.93752865
8e7f0b7a-,457,business,2023-11-26,2024-01-01,9355.10154146
bc639efc-,457,checking,2023-07-29,2024-01-01,44831.85325152
af3af74c-,457,business,2022-10-17,2024-01-01,14147.16053043
5aac2271-,458,savings,2022-10-13,2024-01-01,19258.48551045
2f3f6222-,458,checking,2021-09-17,2024-01-01,9960.60159488
8d3278f3-,458,checking,2019-11-01,2024-01-01,20612.26107294
2deb24e2-,459,checking,2023-02-05,2024-01-01,41949.70892295
cca5d3fb-,459,business,2021-05-19,2024-01-01,42682.90732379
5068f6b4-,460,business,2021-04-02,2024-01-01,44420.07044739
5bf1c896-,460,savings,2020-09-03,2024-01-01,6539.7712625
4fabf6b2-,461,business,2021-04-09,2024-01-01,3873.67338759
51667dab-,461,savings,2021-11-19,2024-01-01,6081.94218118
068aac85-,461,business,2021-03-28,2024-01-01,24651.06767648
5dd98ee9-,462,business,2023-10-06,2024-01-01,22469.97744502
b112024b-,462,business,2022-07-19,2024-01-01,19607.78817668
00122c26-,462,checking,2023-05-23,2024-01-01,30956.56254449
4d459d03-,463,business,2022-02-19,2024-01-01,48698.78443104
50a62b69-,463,savings,2021-12-17,2024-01-01,24670.90316191
27c675c6-,463,checking,2023-02-12,2024-01-01,6533.93648931
2bed01ba-,464,checking,2023-10-26,2024-01-01,3252.6439436
d1dd61aa-,464,checking,2023-10-26,2024-01-01,33093.7048748
8c5a9371-,465,business,2022-10-14,2024-01-01,43548.28132107
bb7d47e5-,466,business,2020-11-06,2024-01-01,29255.80139805
5d8c690a-,466,business,2019-12-26,2024-01-01,11975.26104686
dd3b4b1b-,466,business,2020-07-30,2024-01-01,43784.03462154
afad89a6-,467,business,2021-05-02,2024-01-01,34723.84052968
24d92185-,467,business,2018-10-01,2024-01-01,5666.86478413
2fbe74fa-,467,business,2018-07-16,2024-01-01,36605.94645277
fbd691b3-,468,checking,2022-08-15,2024-01-01,33521.82155206
5acedad6-,468,business,2023-02-19,2024-01-01,19858.95425293
4ebc055e-,469,business,2019-10-22,2024-01-01,3673.73964616
094d734e-,469,business,2021-10-02,2024-01-01,46784.19960059
c87eab5e-,469,business,2019-10-02,2024-01-01,42593.43316402
2a6fb719-,470,savings,2022-12-19,2024-01-01,4668.39688137
5dd11024-,470,checking,2021-08-27,2024-01-01,16711.05696115
d3cdfc4f-,471,checking,2023-12-02,2024-01-01,3467.1850118
d8cfe413-,471,savings,2023-12-02,2024-01-01,27974.2829168
f969f527-,472,checking,2021-11-26,2024-01-01,41038.06198027
471af34b-,472,savings,2023-10-30,2024-01-01,23495.63514266
fb39fbaf-,473,checking,2023-12-02,2024-01-01,5312.97322342
2e9ebb84-,473,checking,2023-12-26,2024-01-01,22906.33787578
8118ae2b-,473,savings,2023-11-18,2024-01-01,49052.86620834
a3deadcd-,474,business,2023-06-11,2024-01-01,1870.6873136
6ea28041-,474,checking,2019-11-13,2024-01-01,21204.5888361
1643052b-,474,business,2022-08-26,2024-01-01,27905.84069497
72a6a45d-,475,business,2021-11-11,2024-01-01,48195.39116572
3efb7991-,476,checking,2022-07-31,2024-01-01,44615.43404243
236880db-,476,business,2023-01-12,2024-01-01,11135.71119365
284ee47e-,476,business,2022-08-10,2024-01-01,23354.18823784
c97fa042-,477,checking,2023-10-10,2024-01-01,41440.23854032
4317a037-,477,savings,2023-12-09,2024-01-01,42371.55454061
1acb527a-,478,business,2023-04-05,2024-01-01,38603.40359336
dfe957f3-,478,business,2023-10-31,2024-01-01,24183.55037359
d71d16c6-,479,checking,2023-11-30,2024-01-01,36079.76151387
fe92d815-,479,savings,2023-08-28,2024-01-01,5774.41409384
5bd3d3ec-,479,business,2023-09-24,2024-01-01,11865.60828319
bb0e5e05-,480,checking,2023-01-01,2024-01-01,41664.31039609
deb2e24e-,480,checking,2023-10-20,2024-01-01,27836.83850301
e9ae118c-,481,business,2023-09-12,2024-01-01,6209.78923323
3274c94f-,481,savings,2023-04-09,2024-01-01,25128.68496688
60c35329-,482,business,2023-07-15,2024-01-01,36356.39567711
88b02c81-,482,savings,2023-07-03,2024-01-01,13460.17625132
d3dbfdaf-,482,savings,2023-09-14,2024-01-01,10189.62662605
df87801c-,483,savings,2020-12-03,2024-01-01,23395.25440636
168ef90d-,483,savings,2021-11-16,2024-01-01,36122.607809
e6541d7c-,484,checking,2023-09-22,2024-01-01,3278.51773355
d06921a9-,485,business,2020-07-26,2024-01-01,29851.744287
efcf63c8-,485,checking,2022-06-23,2024-01-01,23412.00597036
07b66bc5-,485,business,2017-11-13,2024-01-01,47853.32575966
87d6abd2-,486,checking,2023-06-03,2024-01-01,1212.54375568
430c6ba9-,487,savings,2022-12-30,2024-01-01,28108.09011631
c745390f-,487,checking,2022-07-22,2024-01-01,42101.98942327
0fd95986-,487,checking,2019-09-05,2024-01-01,46294.1728153
17478d6e-,488,business,2021-03-31,2024-01-01,29349.1648995
ec49bc6e-,489,savings,2022-03-15,2024-01-01,6074.14409505
fcf125ff-,489,business,2021-02-18,2024-01-01,30426.75506847
8aa99006-,489,checking,2020-09-15,2024-01-01,25701.39584831
8f118a7f-,490,checking,2018-07-26,2024-01-01,48995.53725005
3fb1f6b0-,490,business,2017-03-10,2024-01-01,38356.35815683
f186a91d-,491,checking,2023-04-24,2024-01-01,48216.08334631
b07132af-,491,checking,2023-09-03,2024-01-01,23189.43959799
54d1846b-,492,savings,2023-10-13,2024-01-01,21224.52816757
0439fe74-,493,business,2022-08-18,2024-01-01,26102.43650263
e1d4e7cf-,493,business,2023-02-26,2024-01-01,27842.49259662
f5a177cd-,493,checking,2023-05-03,2024-01-01,35881.84346336
0c6824dd-,494,business,2018-03-27,2024-01-01,11649.78529396
cfd1991c-,494,savings,2017-12-01,2024-01-01,31584.21187106
2c5cd979-,494,checking,2019-09-23,2024-01-01,34643.95356863
b1356f4a-,495,savings,2019-12-02,2024-01-01,49085.43931551
f90eb64a-,495,business,2020-03-31,2024-01-01,48783.79516272
7fc9be5a-,495,savings,2017-12-30,2024-01-01,25690.77851312
c3af3f10-,496,business,2022-01-18,2024-01-01,16796.68847328
d281ecb6-,496,savings,2022-11-27,2024-01-01,38277.97621682
68d54ad9-,496,business,2023-09-11,2024-01-01,24538.12619714
e284b5d7-,497,business,2023-05-16,2024-01-01,35796.05794293
dd6aeeaf-,497,business,2023-08-18,2024-01-01,37645.56744545
d419490d-,497,business,2023-01-04,2024-01-01,15010.47103104
aee0f422-,498,savings,2020-07-16,2024-01-01,26613.76932425
d1ad2270-,498,savings,2023-02-05,2024-01-01,19662.64536322
68186d05-,499,business,2023-05-17,2024-01-01,3773.63394048
c3322915-,500,savings,2023-12-31,2024-01-01,49193.08728758
03550456-,500,business,2023-11-20,2024-01-01,13277.48936545
5e07ceb0-,501,business,2023-09-09,2024-01-01,39433.51264642
24d6addf-,502,business,2023-11-26,2024-01-01,2583.01277887
5f357129-,503,savings,2022-12-22,2024-01-01,31189.33285425
d43ae39b-,503,business,2023-09-20,2024-01-01,37235.13152847
edf63326-,504,business,2022-07-29,2024-01-01,32708.85277169
1264be9d-,505,savings,2019-06-22,2024-01-01,26035.19288027
1d2f34ab-,505,business,2021-07-29,2024-01-01,15094.29407085
c74de181-,506,savings,2022-02-05,2024-01-01,46397.75574727
13609907-,506,checking,2023-10-12,2024-01-01,21411.74563675
a76f0d02-,506,business,2023-04-26,2024-01-01,16320.04506384
1c0ed018-,507,savings,2023-06-29,2024-01-01,1635.29664606
012a4b85-,507,checking,2022-11-23,2024-01-01,10951.27391374
3b8307a7-,507,checking,2020-05-04,2024-01-01,41669.1906158
3e66da1c-,508,business,2023-11-03,2024-01-01,35767.72720914
e15206ff-,508,checking,2023-07-19,2024-01-01,38000.27755522
b1e2bc2f-,508,business,2023-11-23,2024-01-01,37184.05159239
454f0e87-,509,business,2023-10-11,2024-01-01,48250.20133318
e742f5cd-,510,checking,2023-06-25,2024-01-01,9693.86902592
6f58ae55-,510,business,2023-12-30,2024-01-01,4648.98070814
4b98bddb-,511,business,2023-08-02,2024-01-01,26178.49578595
3ac68c17-,512,savings,2023-05-14,2024-01-01,21996.88290564
99cbc15f-,512,business,2023-03-13,2024-01-01,13947.74017016
797853fb-,513,business,2023-11-30,2024-01-01,42454.69560844
f0201f27-,514,checking,2023-12-18,2024-01-01,23850.23557227
e5eddbec-,515,savings,2021-12-15,2024-01-01,8531.46579491
916cfbb6-,516,business,2020-09-12,2024-01-01,3491.91661857
21142a72-,516,business,2021-07-18,2024-01-01,31164.82512887
c5f5e7ef-,517,checking,2020-11-21,2024-01-01,25036.99611653
c6f1dd07-,517,business,2022-07-17,2024-01-01,27957.84880628
504651ec-,517,savings,2023-11-29,2024-01-01,39417.54097995
52da47dd-,518,business,2023-04-26,2024-01-01,11778.13875595
56561c08-,518,savings,2022-05-03,2024-01-01,26509.70807925
af6ccc42-,519,savings,2019-06-20,2024-01-01,21380.63094475
5f5087c8-,519,business,2019-06-24,2024-01-01,20767.43625481
c40fb61d-,519,checking,2023-10-02,2024-01-01,11838.70597397
6ac2f6b9-,520,business,2022-12-21,2024-01-01,17262.2922303
e9f087a8-,521,checking,2022-06-15,2024-01-01,11703.81900344
eea06ffb-,521,business,2020-01-22,2024-01-01,26994.44588473
30696616-,522,business,2023-11-17,2024-01-01,1431.38111846
acf673d9-,522,business,2021-08-05,2024-01-01,17954.35725032
2594738a-,522,savings,2022-08-07,2024-01-01,45320.3264659
5bf09087-,523,business,2020-06-20,2024-01-01,12947.53102948
f9b1e164-,523,savings,2019-10-15,2024-01-01,34445.01667766
7f6a4b1a-,523,checking,2020-03-03,2024-01-01,19687.25777329
352a88fc-,524,checking,2022-05-14,2024-01-01,13572.937276
9a983158-,525,checking,2022-03-23,2024-01-01,2210.58075618
a3a1ae21-,525,business,2020-02-01,2024-01-01,41283.34414776
1d5cf415-,525,checking,2020-12-27,2024-01-01,26201.14404215
a262a71b-,526,checking,2023-06-20,2024-01-01,24853.43074909
07613aaa-,526,checking,2022-12-29,2024-01-01,45015.79883639
3dfa2a23-,526,savings,2023-02-12,2024-01-01,16695.32510028
519cb790-,527,savings,2020-05-19,2024-01-01,9202.34565146
035a1dd8-,528,business,2020-10-08,2024-01-01,1359.19872463
b56593d9-,528,savings,2023-08-10,2024-01-01,11328.29227184
58baceba-,528,business,2020-06-22,2024-01-01,38905.53105209
8f90c803-,529,checking,2020-02-29,2024-01-01,41947.58880952
10af2196-,529,savings,2022-06-01,2024-01-01,27349.95648718
c36de191-,529,business,2021-04-23,2024-01-01,44053.22435375
853150b0-,530,checking,2021-03-17,2024-01-01,32681.4968066
84cd06be-,530,savings,2023-09-09,2024-01-01,37597.65045804
e3951a5c-,530,savings,2021-05-07,2024-01-01,2163.89435904
db33fc43-,531,checking,2023-06-03,2024-01-01,2856.42942256
fc30501a-,531,savings,2023-12-23,2024-01-01,3659.13547368
541ebff9-,531,checking,2020-03-07,2024-01-01,28346.12606057
9f4bb51d-,532,savings,2023-09-24,2024-01-01,45638.34214712
e164bae0-,532,checking,2023-03-29,2024-01-01,20013.59757859
831986bd-,532,business,2023-09-24,2024-01-01,20817.95301451
a981bba1-,533,savings,2020-05-30,2024-01-01,20085.59149497
8ddb344a-,533,savings,2021-03-16,2024-01-01,27206.88413299
b23d2b31-,534,business,2022-05-14,2024-01-01,31299.11858662
82a27848-,534,business,2022-05-30,2024-01-01,29694.79265236
1a8fd24c-,534,business,2022-11-21,2024-01-01,42564.3107113
f870a55c-,535,business,2023-09-13,2024-01-01,6200.64155163
ec41517b-,535,business,2022-03-04,2024-01-01,15766.1847824
3882ef8b-,536,checking,2023-07-03,2024-01-01,38498.43781
c615f58f-,537,checking,2023-12-12,2024-01-01,20360.5496532
4e0e8911-,537,business,2023-11-29,2024-01-01,2510.13841648
fff1b8ac-,538,business,2022-05-16,2024-01-01,11773.42054757
c5ded1cc-,539,checking,2022-01-31,2024-01-01,40041.75141511
52da1921-,539,business,2022-12-27,2024-01-01,15453.94499635
9e0e5a83-,539,business,2021-11-23,2024-01-01,8059.70133547
8e127b5b-,540,business,2023-04-17,2024-01-01,32749.08982428
5c32b70b-,540,savings,2023-01-26,2024-01-01,28122.68520045
89c1c77e-,540,business,2022-12-28,2024-01-01,7927.319445
7bd53a83-,541,savings,2023-07-08,2024-01-01,29063.21115223
d79b8d7d-,542,business,2021-07-02,2024-01-01,27828.74705942
6e2a2cf0-,542,savings,2023-03-15,2024-01-01,15929.86646513
1c1cfd63-,543,business,2023-09-18,2024-01-01,45273.77242275
bdc94ff1-,543,checking,2020-04-10,2024-01-01,11375.11020318
f7214d29-,543,business,2019-10-27,2024-01-01,42721.48371574
c3a1727d-,544,savings,2019-01-31,2024-01-01,10015.64341648
422c0cc8-,545,checking,2021-10-11,2024-01-01,10521.98455197
38ece44a-,545,savings,2023-03-23,2024-01-01,33877.91765618
ea8e441f-,545,business,2020-01-04,2024-01-01,42760.30526061
700134aa-,546,checking,2022-10-11,2024-01-01,32589.05117909
e655718c-,546,savings,2023-07-03,2024-01-01,15241.98070848
4393ba3f-,546,savings,2022-03-20,2024-01-01,13283.69312593
861e10e7-,547,business,2022-04-11,2024-01-01,29449.18701703
031186a2-,548,checking,2021-04-24,2024-01-01,7282.5421832
1c7ded63-,548,business,2022-04-04,2024-01-01,12492.10958855
c77fac61-,549,business,2022-03-07,2024-01-01,4420.63535084
30433955-,549,savings,2021-08-15,2024-01-01,16571.51092445
d17a5f0e-,550,checking,2023-05-27,2024-01-01,31200.77908271
4a978d72-,550,checking,2023-03-25,2024-01-01,34979.44833803
86351d86-,551,business,2018-03-08,2024-01-01,28776.23275563
6b8e92ba-,552,checking,2023-01-15,2024-01-01,9263.33603439
7467f970-,552,checking,2022-05-27,2024-01-01,13062.58178873
da0f6f52-,553,business,2019-09-29,2024-01-01,37250.99458099
fc866a15-,554,checking,2022-08-12,2024-01-01,42165.39288025
9db98afd-,554,savings,2023-07-21,2024-01-01,34299.42881253
70b8d04d-,555,checking,2021-05-02,2024-01-01,23679.5704277
bcfb69c4-,555,checking,2021-05-03,2024-01-01,38963.58111477
3262ba11-,556,business,2018-07-22,2024-01-01,6332.79917846
3d91e1f1-,556,business,2021-10-17,2024-01-01,30724.75563747
f41b14bf-,557,savings,2023-12-29,2024-01-01,44673.55490768
fe696862-,557,savings,2023-10-26,2024-01-01,13898.49787909
4215144f-,558,savings,2019-07-03,2024-01-01,36643.84299289
293016a8-,558,savings,2020-04-28,2024-01-01,42629.7763724
778c103c-,558,business,2023-03-03,2024-01-01,2528.51731941
af5bf9a6-,559,business,2023-07-05,2024-01-01,20851.58891
74a26378-,559,business,2023-06-20,2024-01-01,11425.27362264
a8744b02-,559,savings,2023-07-06,2024-01-01,28028.10592778
883a6b35-,560,business,2019-08-04,2024-01-01,24133.09358836
c2d24ea8-,560,savings,2021-01-17,2024-01-01,18925.11287505
ad7ce233-,560,savings,2020-05-27,2024-01-01,44680.43964233
29b47412-,561,business,2021-04-15,2024-01-01,43001.0435526
39f0983b-,561,savings,2019-12-08,2024-01-01,23770.35596635
3245ca86-,561,business,2022-07-13,2024-01-01,5437.1471885
17c4da9d-,562,business,2023-12-31,2024-01-01,1518.99247968
c4e7b84e-,562,savings,2023-11-26,2024-01-01,42551.11016509
fa2bfb3a-,563,business,2023-05-22,2024-01-01,9126.33404958
e6eff71f-,563,business,2018-04-26,2024-01-01,7878.1639402
5228aeb3-,563,savings,2017-04-24,2024-01-01,9778.11401152
069d4db1-,564,business,2021-10-10,2024-01-01,43737.56255522
9cda2fa4-,564,savings,2020-10-05,2024-01-01,37060.07063291
6dff28b6-,564,checking,2020-08-05,2024-01-01,47019.58765522
0a41c9e6-,565,savings,2023-10-16,2024-01-01,38312.14651387
66dc7876-,566,savings,2021-04-10,2024-01-01,13953.49863993
4254e16e-,567,savings,2021-10-06,2024-01-01,33760.69440046
45eb869e-,568,checking,2023-05-01,2024-01-01,20016.56238745
8f59439c-,568,checking,2023-04-18,2024-01-01,44196.0470846
20c5e9f5-,568,savings,2023-07-18,2024-01-01,49048.89932109
f60de628-,569,savings,2023-08-20,2024-01-01,35483.07638953
ad001fc3-,569,business,2019-02-22,2024-01-01,32044.78210697
cc9b8a99-,570,business,2018-06-05,2024-01-01,13902.48739982
315cafaa-,570,business,2022-01-26,2024-01-01,28937.84743934
4d387ee1-,571,business,2020-09-20,2024-01-01,19547.40733578
073cbfb3-,571,business,2018-01-28,2024-01-01,33013.49078129
0746e788-,572,business,2023-05-21,2024-01-01,13327.73410112
92f61601-,573,business,2023-01-19,2024-01-01,20886.26792499
ded4d920-,574,checking,2023-09-08,2024-01-01,39840.21521824
2e1ab777-,574,business,2023-04-09,2024-01-01,1323.28664206
3ae63a13-,575,checking,2020-11-11,2024-01-01,9114.68529902
40895286-,576,business,2023-12-03,2024-01-01,32530.37311703
c49e2129-,577,savings,2020-09-16,2024-01-01,10158.37811463
8108af9a-,578,business,2018-08-24,2024-01-01,36147.83271425
c88d6df4-,578,savings,2023-12-09,2024-01-01,33394.37250262
eb905ea6-,579,checking,2022-11-20,2024-01-01,36292.52728487
93f43d6d-,579,checking,2022-11-16,2024-01-01,34086.24188946
651cfe29-,580,savings,2023-07-17,2024-01-01,29948.75404165
3d450fea-,580,business,2023-05-20,2024-01-01,41834.88482337
7c7deef5-,581,savings,2022-04-11,2024-01-01,3114.07223542
730c5816-,582,business,2020-09-10,2024-01-01,8895.32787801
7637f545-,582,business,2022-12-17,2024-01-01,26119.49798405
d090a2a7-,582,business,2021-05-16,2024-01-01,8196.38990417
18c94b32-,583,checking,2022-01-26,2024-01-01,46199.8966621
41275f24-,584,checking,2022-11-24,2024-01-01,30368.51861695
ab1b4018-,584,business,2021-12-21,2024-01-01,32243.51262981
a8a638fe-,584,business,2023-05-21,2024-01-01,36670.74145694
4e5a2431-,585,savings,2023-09-09,2024-01-01,11613.0774767
c8861576-,585,business,2023-11-07,2024-01-01,49646.01536169
eb604080-,586,savings,2021-05-07,2024-01-01,11748.82692611
df6cae3b-,586,checking,2020-06-19,2024-01-01,30441.09700615
64455398-,587,savings,2022-07-06,2024-01-01,31537.37520667
b97f7f93-,587,business,2021-03-11,2024-01-01,13961.51422872
68757490-,587,business,2022-05-07,2024-01-01,34593.9670264
b7dece9b-,588,business,2020-10-30,2024-01-01,29939.20355568
6a8df12b-,588,savings,2020-10-13,2024-01-01,19532.35625392
9a2e1fe4-,589,savings,2023-06-30,2024-01-01,1811.5687364
d23e535b-,590,business,2019-12-24,2024-01-01,34534.02372874
8b444ff1-,590,savings,2020-03-20,2024-01-01,30670.0398752
86a38a60-,590,savings,2019-10-25,2024-01-01,24317.59008898
dafcae8e-,591,business,2023-07-30,2024-01-01,2912.79161729
90da84a1-,591,business,2023-07-25,2024-01-01,25663.13119878
066355d5-,591,savings,2022-03-19,2024-01-01,5566.30832426
6d048927-,592,savings,2019-12-24,2024-01-01,45197.25303032
edd4bb02-,592,business,2022-11-20,2024-01-01,41548.56715395
73a2b132-,592,business,2023-03-06,2024-01-01,32812.35502022
8f8eb131-,593,checking,2022-08-22,2024-01-01,19148.49506219
f4a9f5be-,593,savings,2022-10-31,2024-01-01,35184.49754984
fe32bd41-,593,checking,2022-07-18,2024-01-01,12244.82656257
3c290f35-,594,checking,2023-05-23,2024-01-01,18175.37287521
b33ee3ac-,594,business,2021-06-14,2024-01-01,45485.08495327
99f58e90-,595,business,2023-11-15,2024-01-01,5788.12850899
9dbdd4e2-,595,savings,2023-11-06,2024-01-01,13471.38338074
c277473d-,595,savings,2023-12-04,2024-01-01,45594.1824771
a8423a1f-,596,checking,2022-03-30,2024-01-01,30316.32514269
bf3a5b3b-,597,checking,2022-07-13,2024-01-01,13632.44383977
1c92b726-,597,savings,2019-08-20,2024-01-01,35748.2930231
1736b56b-,597,savings,2022-08-26,2024-01-01,29321.37014422
eac9fcc9-,598,business,2021-03-08,2024-01-01,1352.50857008
2c227538-,599,savings,2022-05-02,2024-01-01,34700.57010211
10d74d63-,599,checking,2022-03-09,2024-01-01,21033.40878152
7d63406c-,599,savings,2022-10-17,2024-01-01,8584.15044753
e3378b12-,600,business,2023-12-14,2024-01-01,13428.00358537
30983249-,600,business,2022-11-26,2024-01-01,21754.51582423
1a2e4b18-,600,checking,2023-01-16,2024-01-01,30982.15317355
c12c1bcb-,601,checking,2022-05-26,2024-01-01,37993.62312988
d5de84be-,601,checking,2022-01-30,2024-01-01,28053.14246867
bdcbf20a-,601,business,2023-05-25,2024-01-01,24640.92009334
b35bb954-,602,business,2023-10-21,2024-01-01,28190.65645862
4e6cbdf4-,602,checking,2021-09-18,2024-01-01,49436.90493722
f0bb88be-,603,checking,2023-08-15,2024-01-01,38935.529728
86a3588f-,603,checking,2023-12-18,2024-01-01,37053.33909963
a864ad63-,603,business,2023-05-19,2024-01-01,6835.20246031
f2aecbb5-,604,checking,2018-07-28,2024-01-01,39372.35375692
7c0cf360-,605,savings,2023-03-16,2024-01-01,11508.44893537
136167de-,606,checking,2021-05-20,2024-01-01,40241.83293416
296da02a-,606,business,2019-06-02,2024-01-01,35155.8130275
10f23cb8-,607,savings,2023-05-30,2024-01-01,8876.16244753
f73037f4-,607,business,2022-06-04,2024-01-01,1259.24104016
773ace48-,607,savings,2022-06-06,2024-01-01,41339.51781035
5d0175c5-,608,business,2022-11-25,2024-01-01,22333.49429309
356a2fac-,608,savings,2022-05-12,2024-01-01,13891.50790026
b50a128a-,609,savings,2023-07-21,2024-01-01,30842.41419919
bfa812e5-,609,business,2023-12-01,2024-01-01,19831.97451088
fb7b1c17-,610,business,2023-06-09,2024-01-01,33152.58626289
44cfb0c2-,610,checking,2022-11-15,2024-01-01,35868.68575374
733b13d4-,611,savings,2023-10-13,2024-01-01,47340.07703443
e2dcfde9-,611,savings,2023-07-18,2024-01-01,32374.27441198
f0b8d460-,611,checking,2023-04-09,2024-01-01,1524.8094714
c89dceeb-,612,business,2022-04-19,2024-01-01,15014.31907373
043981f8-,612,savings,2022-10-22,2024-01-01,39414.01282233
5355aa16-,612,business,2023-04-17,2024-01-01,26274.86794609
ff5b938b-,613,business,2023-11-17,2024-01-01,9304.66169884
13f4792a-,614,checking,2023-12-05,2024-01-01,12723.57463908
69c28cbf-,615,savings,2023-01-24,2024-01-01,5255.29781613
5b8706e0-,616,checking,2023-12-28,2024-01-01,18303.25550447
f641c05e-,616,checking,2023-08-11,2024-01-01,20867.09737568
8c2fbd87-,617,business,2022-04-19,2024-01-01,1752.9596024
bc7fac84-,618,savings,2019-08-01,2024-01-01,46039.69363435
cfd8cf4b-,618,business,2018-08-14,2024-01-01,14940.19556478
d9454341-,618,business,2021-09-11,2024-01-01,45835.43972346
87236521-,619,checking,2019-02-15,2024-01-01,48201.09558821
ff8385cf-,619,checking,2019-03-13,2024-01-01,12088.48013514
184fe330-,620,checking,2023-03-02,2024-01-01,46555.97819979
55ea4e03-,621,savings,2023-12-27,2024-01-01,13794.26777793
ade57db6-,621,checking,2022-12-23,2024-01-01,25805.66671652
